3
1,85
80,81
51,93
29,17
31,52
70,52
30,54
51,67
15,47
70,13
93,62
56,54
99,17
21,87
39,55
6,8
78,77
29,98
35,30
95,15
50,63
45,8
14,60
70,49
77,72
56,48
96,67
27,6
81,3
16,55
37,30
90,26
25,15
34,70
18,65
22,89
58,57
6,74
72,41
76,71
99,22
88,94
3,21
37,63
69,16
60,32
92,41
31,54
71,31
94,41
2,40
53,8
90,97
54,11
19,98
89,28
27,84
51,21
47,99
42,79
85,23
90,90
11,35
75,46
77,23
28,51
25,50
41,37
95,1
42,95
89,23
40,77
18,52
8,78
80,53
48,94
9,59
17,51
87,90
75,76
14,71
42,47
26,21
42,22
43,65
20,10
54,21
58,35
59,58
51,4
69,64
49,50
89,35
1,35
15,52
70,26
28,29
84,88
97,38
51,42
99,28
30,16
84,14
72,82
56,25
98,67
1,72
24,5
66,81
0,99
40,59
14,84
7,83
73,13
96,55
73,17
50,83
34,36
52,64
21,77
23,82
41,57
88,39
0,80
2,94
22,27
36,29
81,62
18,5
6,22
58,80
2,79
12,17
77,36
47,80
59,76
66,87
83,23
64,48
24,73
57,16
26,21
17,69
9,6
28,76
38,18
2,65
85,84
92,47
37,92
52,32
90,19
98,40
12,96
84,83
44,70
35,12
60,3
7,25
28,58
42,22
42,32
13,28
25,15
4,28
87,79
31,15
19,4
54,78
34,66
58,70
11,49
55,63
86,78
7,54
25,60
73,8
98,95
95,19
37,63
92,46
43,83
55,65
1,7
55,44
91,72
94,11
45,3
58,73
78,42
29,52
60,72
0,57
63,64
2,69
41,71
82,39
54,48
94,44
78,65
77,19
37,77
28,3
98,69
94,67
21,35
19,35
19,79
81,46
69,8
14,95
76,53
38,0
87,22
66,48
89,10
98,88
26,19
0,45
30,55
5,66
45,29
67,92
85,7
19,10
70,21
29,59
43,13
30,69
31,59
86,17
84,37
29,78
41,34
20,77
86,87
30,52
34,97
29,99
52,67
84,64
6,11
88,77
94,87
65,32
42,0
16,43
9,95
87,79
25,32
51,90
2,47
37,42
57,92
14,13
69,32
79,54
94,34
97,12
84,6
31,57
4,5
68,70
52,44
68,51
95,54
8,44
61,92
33,23
19,28
94,31
95,4
88,71
93,53
96,63
67,88
88,66
35,23
26,35
75,83
19,86
24,21
37,86
12,59
47,58
1,10
75,9
62,33
84,4
3,3
93,74
35,54
3,25
46,74
44,72
30,31
98,95
98,48
26,79
96,55
47,42
77,32
54,86
42,16
85,11
47,33
42,92
53,88
32,45
51,98
74,33
29,81
34,8
50,88
83,79
46,37
81,24
76,6
79,65
83,49
70,46
76,7
54,84
32,23
82,94
76,45
36,76
64,62
84,39
56,33
29,99
73,99
37,7
48,39
80,36
52,29
82,4
29,18
2,59
79,44
72,61
13,84
90,84
14,34
90,70
83,68
62,55
85,94
43,42
43,55
62,41
75,25
45,38
93,51
50,18
44,77
45,33
9,66
28,76
32,42
57,65
34,63
32,38
65,8
2,68
74,19
8,68
47,0
70,1
50,47
37,47
59,23
12,86
49,56
53,27
36,25
11,30
52,51
85,26
0,53
3,42
72,42
20,53
91,57
78,86
88,60
40,65
28,85
42,78
90,13
64,28
93,13
84,66
77,76
67,98
90,50
33,36
71,50
70,39
69,9
91,76
36,88
25,84
50,99
21,0
78,51
66,77
28,89
82,1
20,8
76,35
39,95
17,12
62,3
9,98
30,22
68,93
49,83
4,43
8,64
93,48
85,82
26,36
53,54
59,62
38,3
99,42
79,86
66,31
8,64
94,91
78,88
92,90
52,10
23,29
18,76
19,14
59,33
81,46
0,65
33,97
16,7
43,40
57,38
88,65
52,69
73,30
3,43
67,95
50,22
54,5
96,67
86,5
92,94
10,18
6,36
43,24
50,40
67,32
94,74
65,22
75,23
78,93
81,40
46,2
87,16
17,55
75,53
76,88
23,40
66,78
51,47
79,60
82,63
87,17
56,88
69,33
16,25
75,82
63,17
96,8
5,96
70,42
6,4
9,98
7,90
58,39
20,84
94,89
56,70
64,54
95,85
27,32
1,82
8,47
47,94
30,78
98,88
43,88
89,0
29,44
74,41
63,30
10,77
72,66
31,16
71,4
51,41
9,32
93,30
68,24
47,87
63,21
20,82
99,3
15,98
28,53
13,50
65,68
93,23
60,99
68,96
80,11
21,62
30,15
55,39
71,30
76,37
47,37
86,70
82,66
79,54
5,70
23,5
58,37
69,19
44,4
77,12
11,63
81,91
9,87
89,70
31,44
39,60
96,0
74,6
1,47
35,84
45,41
90,34
56,98
99,5
37,11
83,39
37,65
93,88
25,92
86,58
10,46
24,46
12,81
56,38
88,85
99,34
66,63
19,14
85,25
41,63
39,11
38,35
66,83
72,29
27,87
49,78
18,96
72,43
23,26
58,49
63,69
28,3
45,26
80,72
74,89
1,78
41,2
32,69
17,71
49,73
36,20
77,22
6,15
26,4
21,80
65,54
75,44
70,73
4,43
52,38
21,62
70,73
67,41
15,85
3,14
58,52
39,71
9,36
48,53
84,28
0,35
9,95
44,71
67,36
18,29
31,82
37,10
57,55
46,87
24,75
31,12
95,49
93,43
71,19
56,94
66,96
71,46
91,18
81,67
67,82
11,49
67,71
44,24
53,17
65,38
90,46
85,80
93,2
96,88
35,29
53,69
78,53
29,29
80,85
55,88
10,38
19,68
71,10
76,36
23,36
29,97
99,2
45,94
72,85
88,23
42,5
68,67
97,78
33,48
6,69
11,90
40,57
97,95
81,21
21,2
1,80
84,44
32,20
68,75
13,13
91,31
58,50
71,16
50,35
1,37
48,31
4,90
46,29
21,12
83,61
33,88
46,59
5,5
70,59
73,42
69,51
88,36
9,0
66,67
85,91
49,27
55,9
89,39
78,58
35,98
92,69
42,24
36,40
29,24
25,74
76,82
57,27
56,48
92,14
60,83
39,27
92,22
73,60
72,26
29,50
39,46
31,31
26,98
68,75
12,91
79,79
13,43
21,72
56,45
97,23
49,91
33,14
26,51
79,68
48,96
51,16
47,8
14,37
29,78
95,9
17,44
9,6
51,85
20,23
1,49
97,69
8,6
4,1
87,98
28,19
13,22
66,31
2,49
62,67
32,81
20,78
31,52
81,21
93,39
7,79
21,19
1,71
30,50
57,25
49,5
59,65
86,99
55,39
36,30
93,81
84,32
63,22
15,24
49,33
34,50
58,79
62,5
39,26
79,4
73,76
64,69
24,38
90,27
21,76
94,99
89,8
54,93
73,2
91,46
41,52
66,43
23,77
36,61
82,66
35,86
84,79
48,53
16,85
72,56
8,41
72,51
32,43
87,51
30,67
61,79
13,97
7,27
35,81
76,39
24,96
50,53
60,97
37,81
85,44
59,64
23,90
48,3
39,41
71,37
85,61
6,66
97,50
62,62
25,22
15,9
73,95
83,9
45,57
8,54
31,19
36,33
84,63
55,64
22,37
33,40
78,60
30,43
49,24
34,61
90,57
33,23
47,96
93,47
6,49
41,56
41,11
9,77
15,16
80,9
52,34
63,56
99,21
4,25
23,37
60,93
93,3
96,87
42,40
22,44
88,97
36,18
22,74
22,12
16,76
89,86
76,19
36,92
99,92
36,37
83,93
18,1
28,11
82,6
77,42
48,21
7,85
81,81
43,16
80,76
28,47
49,61
80,87
0,25
5,81
71,38
69,82
24,58
20,54
43,63
51,95
91,60
13,90
95,3
82,27
4,22
9,98
5,11
2,15
85,90
12,18
31,32
92,10
77,87
53,57
40,11
98,10
24,8
28,42
25,38
70,99
72,29
83,30
73,23
85,72
96,9
7,17
70,91
34,94
35,6
23,57
55,67
7,11
33,77
10,61
94,44
11,60
12,40
88,11
15,6
46,47
37,75
71,82
11,22
0,34
14,82
39,51
3,18
31,23
32,25
56,47
87,95
29,51
72,72
47,81
58,82
75,12
4,73
97,13
29,11
96,57
15,42
77,91
88,92
98,78
39,22
94,98
92,21
6,11
2,42
87,91
79,31
42,50
74,32
11,77
90,50
49,58
28,28
8,40
33,56
21,96
89,61
30,48
12,56
29,72
72,20
81,38
43,78
58,39
44,34
6,97
13,2
26,42
87,46
39,9
16,1
37,9
57,19
83,81
19,78
56,17
90,6
98,20
10,82
45,67
87,39
81,47
10,54
0,41
66,95
63,98
71,8
73,57
63,9
92,88
41,51
75,67
61,4
28,46
64,87
42,16
10,24
89,51
83,27
88,0
19,99
40,78
28,87
90,14
70,59
11,10
36,73
56,17
70,13
71,68
92,60
0,19
29,84
23,68
84,43
98,18
10,1
15,23
