6
30,41
37,55
93,4
40,77
67,21
80,88
49,60
29,80
76,72
44,12
98,3
83,82
48,43
24,18
25,81
18,21
59,36
91,77
21,52
80,50
90,42
26,44
16,52
53,70
11,31
91,31
70,33
8,79
25,40
70,45
80,24
83,18
92,39
55,92
47,27
10,23
85,14
17,45
16,89
56,58
54,36
93,89
67,74
91,85
80,59
68,30
8,62
23,70
55,59
25,0
41,77
9,33
54,7
67,47
17,31
56,5
61,96
15,86
99,82
19,39
29,63
56,87
3,48
83,98
40,28
2,30
73,49
95,91
32,54
10,80
25,31
12,90
99,95
44,44
94,71
87,21
5,34
96,73
73,86
47,88
30,40
82,89
75,18
3,15
44,38
55,29
68,81
46,89
34,92
94,17
76,82
7,39
58,16
31,58
0,12
31,5
56,70
34,94
49,82
3,13
69,65
34,14
57,63
49,21
42,55
24,29
44,41
3,79
91,2
35,91
10,41
30,59
10,42
99,54
55,66
50,81
84,21
3,88
17,68
1,92
88,33
53,11
95,84
27,25
1,33
69,22
47,8
4,76
96,21
42,59
24,6
84,32
28,22
91,30
81,26
35,48
30,7
95,19
28,84
49,25
16,63
74,60
22,56
66,87
20,50
59,50
49,99
35,4
81,69
41,66
31,69
89,98
62,79
82,51
16,74
73,67
49,22
48,82
32,31
13,26
60,48
67,87
96,78
97,88
3,0
34,83
76,59
73,13
2,93
21,65
28,92
29,44
53,52
26,28
86,29
54,3
90,44
87,16
31,39
81,87
38,29
98,54
31,92
45,70
59,73
60,55
12,33
39,19
31,44
91,89
82,48
28,30
34,24
51,80
66,19
25,99
92,54
22,92
75,89
72,46
40,57
27,71
1,81
11,47
61,86
66,53
30,51
83,96
35,79
7,54
65,82
23,56
60,26
17,42
95,14
49,88
80,14
75,41
51,68
0,24
70,92
74,38
53,69
63,76
40,87
41,67
91,21
51,73
55,18
82,6
12,89
20,34
34,29
37,57
32,52
72,86
69,21
30,27
71,94
55,11
31,83
9,99
23,12
70,87
99,26
3,49
73,89
66,98
11,44
74,49
6,69
20,25
94,54
5,70
30,12
0,22
16,54
35,21
64,66
45,3
29,18
52,99
17,64
