7
83,39
36,63
29,29
91,38
96,79
28,55
10,0
20,28
64,20
67,0
13,0
19,30
6,95
1,70
22,40
83,74
46,64
28,22
36,12
53,37
15,93
96,10
8,67
44,35
35,72
98,56
42,50
3,63
25,65
97,68
10,14
29,32
10,65
2,4
23,96
30,74
43,68
43,99
51,23
23,0
81,6
42,71
65,2
92,61
81,31
49,92
8,24
24,35
14,18
13,24
81,49
91,63
31,9
25,20
53,34
55,18
94,3
1,63
66,48
87,99
91,7
33,55
10,94
48,73
58,17
68,12
17,72
83,96
61,40
43,17
15,1
77,23
14,96
60,50
89,31
57,50
42,74
70,64
7,44
52,15
55,20
56,44
45,54
47,67
25,10
0,4
65,31
58,52
98,32
81,89
10,11
70,85
91,46
21,17
8,89
73,46
36,71
55,54
2,68
79,6
9,5
71,22
16,0
37,46
16,13
92,35
56,40
98,44
0,20
88,9
37,72
70,72
11,52
84,21
66,34
5,45
62,9
79,84
64,34
18,81
9,29
37,5
85,15
68,69
44,92
95,32
61,30
70,21
23,64
56,19
74,69
88,71
39,44
53,77
62,2
57,60
10,29
44,72
57,28
68,53
82,2
55,42
75,93
59,39
99,92
89,86
85,73
29,62
71,34
85,33
29,35
8,39
55,28
86,17
3,52
87,88
81,35
50,98
64,28
50,49
93,50
18,57
45,50
76,15
50,92
37,87
49,63
21,63
42,34
25,74
24,49
82,65
85,52
66,15
47,89
71,35
62,91
28,62
83,32
19,56
63,60
2,96
65,45
69,77
30,27
72,6
51,56
99,8
36,44
68,35
43,14
91,29
63,67
62,25
88,40
83,57
65,86
76,48
3,18
40,45
1,72
55,70
73,23
1,79
61,87
17,8
25,9
71,93
4,13
33,67
57,87
8,79
1,60
36,45
46,70
79,87
25,97
70,76
30,87
98,30
25,2
96,58
30,65
45,27
52,97
88,18
11,74
74,24
3,14
45,73
81,87
87,12
69,18
57,19
73,37
20,38
88,27
47,64
23,3
33,31
68,41
36,97
60,81
19,49
81,13
48,42
14,27
92,68
26,61
76,72
59,80
68,72
96,48
75,81
17,4
4,19
27,94
21,80
26,61
89,52
5,2
55,23
24,82
35,42
91,60
15,47
20,17
69,23
14,8
56,83
43,12
90,70
69,38
23,90
20,79
7,55
37,85
25,24
25,96
3,75
18,81
30,22
40,67
27,58
81,81
21,70
46,80
20,3
39,91
40,47
96,16
70,73
86,5
26,30
46,13
82,0
7,70
48,4
4,41
54,89
37,42
4,25
69,52
70,98
38,0
58,95
57,35
84,35
26,4
66,2
48,32
49,16
59,88
50,23
8,30
78,59
92,3
23,48
20,79
16,29
92,14
73,85
67,25
34,64
42,24
29,13
6,19
27,23
77,88
38,75
14,53
89,85
14,88
98,75
18,0
48,36
70,50
49,85
3,92
40,43
12,70
16,25
41,93
16,58
75,30
14,99
87,87
49,77
54,81
13,79
77,84
84,56
10,45
88,99
6,70
9,55
3,79
93,80
29,9
36,30
64,68
63,86
2,4
6,79
36,27
47,49
2,29
48,31
47,51
32,97
34,85
40,81
87,73
53,12
95,86
20,61
45,43
66,63
88,97
4,91
45,88
25,52
41,89
69,23
89,38
19,99
69,98
99,48
37,58
48,66
54,9
74,68
15,28
98,6
95,89
20,31
1,28
78,62
83,59
21,90
80,68
50,44
41,81
27,59
83,26
84,15
36,27
32,17
39,73
20,8
97,92
48,37
5,89
83,77
19,70
24,61
43,84
84,20
53,44
70,69
14,23
91,87
40,51
62,3
5,57
14,26
67,43
40,59
42,77
17,78
72,25
85,5
32,27
28,16
95,40
84,83
79,72
27,14
24,25
42,59
42,12
44,28
84,70
2,51
5,17
13,84
82,56
72,1
58,61
59,33
14,73
19,42
20,33
61,85
21,96
56,59
8,28
1,66
25,76
88,36
31,13
55,32
16,51
72,19
36,31
16,75
5,83
69,45
78,20
29,38
52,37
28,99
26,4
75,12
97,59
81,80
54,63
14,68
72,67
45,23
23,25
62,43
53,10
30,52
65,22
14,5
85,3
31,26
35,45
33,90
42,65
12,36
8,74
83,95
24,64
78,54
35,38
47,19
30,15
64,7
93,17
62,50
41,74
5,30
7,51
69,76
1,85
68,91
48,41
51,89
55,71
79,61
14,80
50,92
47,27
96,29
28,26
73,66
89,52
51,28
15,27
89,19
7,65
91,5
20,40
49,24
42,43
32,12
83,50
97,21
68,75
82,0
34,8
21,85
76,80
72,85
56,32
32,77
89,53
21,28
42,23
58,14
84,36
47,33
94,52
10,24
65,63
46,50
70,89
57,34
49,60
45,73
76,7
0,13
47,37
59,0
65,10
69,35
98,55
72,99
44,64
73,86
68,32
68,50
94,65
85,29
3,92
49,63
57,37
80,71
91,81
74,33
54,88
66,29
33,8
4,27
77,29
85,58
83,29
70,22
20,33
24,24
8,90
44,51
44,32
92,46
44,79
11,78
16,80
91,70
25,28
14,44
78,37
22,68
54,6
40,27
35,27
74,48
1,20
89,41
90,65
69,72
76,54
78,3
55,17
20,99
11,42
62,63
35,48
54,75
56,89
37,32
24,38
90,50
69,40
33,87
28,5
67,97
64,62
47,97
92,7
0,49
76,46
21,36
85,17
23,51
73,99
89,14
22,24
94,18
96,72
24,1
50,11
9,55
63,45
7,0
56,47
71,58
37,99
44,87
64,51
38,9
75,1
12,87
90,85
75,78
80,77
41,29
43,74
31,32
0,0
31,71
55,27
87,10
6,44
60,60
25,42
22,93
83,95
74,11
86,74
10,36
8,3
38,97
1,60
33,79
76,62
80,77
17,43
88,70
68,25
30,42
59,16
63,92
53,39
5,23
29,88
43,98
13,74
66,89
16,43
55,75
78,19
45,25
61,63
29,67
49,48
46,2
97,68
33,48
35,34
4,75
27,15
41,54
50,38
47,94
73,68
51,94
90,82
62,73
94,78
98,66
61,9
37,44
56,5
15,90
87,62
46,9
47,18
97,25
42,16
64,86
19,18
86,78
20,47
77,20
38,65
57,43
21,97
34,78
75,53
45,48
4,51
57,48
57,46
18,28
31,94
93,38
59,7
95,10
1,52
10,59
3,46
56,44
26,86
46,64
25,12
10,47
15,58
45,61
85,50
49,0
43,49
90,46
56,97
42,14
83,56
43,51
89,95
26,52
66,34
3,65
42,19
43,37
52,42
99,13
80,77
80,42
4,90
66,81
84,20
88,74
14,83
48,89
51,24
61,83
44,65
63,30
22,17
33,46
14,5
52,4
90,31
33,57
70,45
86,90
84,10
59,43
1,83
46,6
85,56
50,56
56,82
98,82
85,84
60,68
59,43
98,52
52,67
13,0
50,7
92,80
54,14
38,49
11,22
67,25
13,43
12,74
73,25
84,75
41,7
56,30
5,47
92,12
52,15
29,22
76,20
17,4
45,46
16,87
43,89
61,8
3,27
6,54
49,16
14,32
20,18
4,90
44,53
3,93
24,33
14,1
78,77
85,86
19,58
11,5
87,81
62,83
14,58
60,82
54,42
92,65
19,10
34,87
21,61
2,69
44,94
68,44
97,46
35,21
15,25
63,85
74,49
32,44
86,49
60,60
86,38
42,22
99,53
56,96
69,70
67,38
90,63
93,42
30,59
22,53
25,26
52,21
65,20
98,77
27,57
26,43
60,2
56,56
58,29
41,27
57,94
71,51
2,40
82,15
26,35
71,97
87,38
73,60
73,75
76,22
15,89
0,61
64,96
19,45
23,30
44,92
35,19
61,23
87,89
51,85
63,32
6,56
52,44
33,68
0,41
82,66
93,70
46,83
42,3
92,43
29,51
66,15
13,81
9,15
47,76
19,87
66,55
46,78
34,56
32,20
33,4
96,87
90,35
8,66
80,79
86,64
80,54
64,39
7,65
63,20
63,34
12,40
53,44
71,5
31,37
92,81
20,37
32,56
67,61
68,40
99,53
39,74
33,66
23,91
33,75
71,93
37,19
2,1
26,61
18,22
74,53
66,23
1,13
90,53
18,87
41,2
38,87
69,67
12,89
70,85
64,16
28,28
14,90
59,15
71,23
10,79
84,97
50,84
25,91
16,18
76,10
54,90
54,41
20,66
80,91
37,78
59,77
14,64
97,69
37,6
93,88
46,21
50,8
41,90
24,64
63,22
99,72
69,96
75,82
99,45
91,40
68,19
14,37
27,67
1,40
49,43
27,49
77,41
84,60
33,41
85,93
76,91
90,83
86,92
19,55
19,99
67,28
56,62
46,83
39,76
50,41
63,7
42,63
26,9
99,25
20,83
22,89
58,97
71,84
25,14
57,66
23,74
87,51
41,28
74,19
3,97
92,94
1,71
10,43
94,26
30,31
12,65
71,54
64,27
73,0
60,80
71,1
40,25
65,91
23,43
45,98
76,52
24,86
87,65
69,9
71,22
20,40
52,71
69,38
88,51
88,74
64,75
40,28
2,65
91,12
59,43
82,30
94,85
69,5
3,14
51,91
68,46
95,76
4,32
4,42
56,50
98,6
3,85
77,78
62,26
84,31
77,11
23,2
10,97
34,31
0,88
85,63
55,89
19,68
94,12
41,2
97,4
44,64
83,0
63,53
0,93
86,8
24,85
16,65
52,74
12,66
30,32
77,85
0,47
30,74
68,26
50,73
97,69
75,47
85,64
14,15
44,20
95,84
2,33
66,97
68,47
92,39
86,73
25,38
81,78
51,20
54,1
91,83
53,71
61,99
94,90
87,82
88,62
36,51
30,67
88,58
0,39
58,11
15,57
42,18
99,33
93,21
50,73
72,67
57,15
84,74
4,92
6,67
32,29
94,19
26,29
14,50
30,78
24,66
86,0
73,32
25,65
39,36
37,84
93,68
59,95
10,3
13,1
65,96
29,33
56,21
71,39
32,35
24,29
86,70
97,82
1,53
56,33
32,13
38,68
96,90
63,70
60,26
77,44
23,41
25,89
29,66
60,43
96,47
93,30
49,48
96,71
25,73
46,38
76,96
97,0
64,98
12,61
92,6
10,45
47,17
12,13
3,35
79,40
14,96
32,72
58,95
21,4
45,74
24,25
18,37
8,28
37,54
65,33
67,59
4,16
47,19
13,16
36,34
33,38
72,94
24,62
39,6
32,74
62,56
90,2
42,70
51,14
4,78
38,63
74,35
19,9
77,50
48,37
93,3
17,57
65,20
44,94
0,46
64,67
67,76
75,75
27,98
46,22
58,17
74,44
26,64
47,21
79,90
31,68
60,1
9,26
99,34
47,4
43,58
